NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250207-009-2495086,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250403-009-2958803,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250602-009-3526073,CADASTRADO,0 days 00:16:17,0 days 00:20:00
20250624-009-3759752,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250114-009-2281391,ATUALIZADO,0 days 00:59:04,0 days 00:15:00
20250406-009-2976102,CADASTRADO,0 days 00:14:28,0 days 00:20:00
20250602-009-3521219,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250417-009-3087051,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250514-009-3325033,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250627-009-3791966,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250409-009-3000617,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250610-009-3608394,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250325-009-2865759,CADASTRADO,0 days 00:16:59,0 days 00:20:00
20250315-009-2788913,CADASTRADO,0 days 00:00:35,0 days 00:20:00
20250612-009-3647020,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250616-009-3671012,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250612-009-3644125,CADASTRADO,0 days 00:18:55,0 days 00:20:00
20250610-009-3606721,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250428-009-3161907,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250424-009-3140691,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250624-009-3750299,CADASTRADO,0 days 00:10:08,0 days 00:20:00
20250613-009-3657791,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250616-009-3668081,CADASTRADO,0 days 00:13:22,0 days 00:20:00
20250325-009-2868479,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250529-009-3487151,CADASTRADO,0 days 00:10:35,0 days 00:20:00
20250310-009-2733052,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250425-009-3149993,ATUALIZADO,0 days 00:01:36,0 days 00:03:00
20250507-009-3249963,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250416-009-3076647,CADASTRADO,0 days 00:13:38,0 days 00:20:00
20250307-009-2727665,CADASTRADO,0 days 00:10:40,0 days 00:20:00
20250411-009-3030875,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250210-009-2503673,ATUALIZADO,0 days 00:17:04,0 days 00:15:00
20250307-009-2724793,CADASTRADO,0 days 00:01:23,0 days 00:20:00
20250407-009-2980746,ATUALIZADO,0 days 00:15:19,0 days 00:15:00
20250227-009-2670342,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250611-009-3624344,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250319-009-2817940,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250512-009-3292731,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250409-009-3013756,ATUALIZADO,0 days 00:39:41,0 days 00:15:00
20250616-009-3671032,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250531-009-3506812,CADASTRADO,0 days 00:01:45,0 days 00:20:00
20250425-009-3150901,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250404-009-2972280,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250604-009-3554966,ATUALIZADO,0 days 00:15:47,0 days 00:15:00
20250622-009-3730656,ATUALIZADO,0 days 00:00:42,0 days 00:03:00
20250611-009-3624335,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250606-009-3579073,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250529-009-3487148,CADASTRADO,0 days 00:15:18,0 days 00:20:00
20250415-009-3061877,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250506-009-3231637,CADASTRADO,0 days 00:11:42,0 days 00:20:00
20250319-009-2823855,CADASTRADO,0 days 00:18:27,0 days 00:20:00
20250328-009-2894627,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250603-009-3531800,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250603-009-3540240,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250514-009-3326173,ATUALIZADO,0 days 00:15:01,0 days 00:15:00
20250618-009-3698334,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250616-009-3668085,CADASTRADO,0 days 00:15:25,0 days 00:20:00
20250624-009-3750776,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250401-009-2923859,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250618-009-3709187,CADASTRADO,0 days 00:17:19,0 days 00:20:00
20250226-009-2664653,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250402-009-2944662,ATUALIZADO,0 days 00:16:58,0 days 00:15:00
20250604-009-3558130,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250218-009-2586409,CADASTRADO,0 days 00:11:26,0 days 00:20:00
20250402-009-2950540,CADASTRADO,0 days 00:10:46,0 days 00:20:00
20250225-009-2654549,ATUALIZADO,0 days 00:00:21,0 days 00:03:00
20250604-009-3554709,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250225-009-2654170,CADASTRADO,0 days 00:13:33,0 days 00:20:00
20250605-009-3564094,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250220-009-2615524,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250512-009-3292768,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250625-009-3766416,ATUALIZADO,0 days 00:01:39,0 days 00:03:00
20250617-009-3692317,ATUALIZADO,0 days 00:19:56,0 days 00:15:00
20250207-009-2495078,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250416-009-3084104,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250416-009-3075169,CADASTRADO,0 days 00:14:10,0 days 00:20:00
20250328-009-2894055,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250210-009-2507256,CADASTRADO,0 days 00:14:29,0 days 00:20:00
20250402-009-2942175,ATUALIZADO,0 days 00:16:24,0 days 00:15:00
20250221-009-2628974,CADASTRADO,0 days 00:11:17,0 days 00:20:00
20250625-009-3765379,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250502-009-3205062,ATUALIZADO,0 days 00:31:17,0 days 00:15:00
20250528-009-3475893,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250604-009-3555256,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250326-009-2877575,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250612-009-3639937,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250529-009-3484243,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250325-009-2865705,ATUALIZADO,0 days 00:35:16,0 days 00:15:00
20250602-009-3516209,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250507-009-3254011,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250408-009-2989605,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250327-009-2891854,CADASTRADO,0 days 00:06:07,0 days 00:20:00
20250409-009-3012732,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250613-009-3657807,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250317-009-2793796,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250602-009-3513620,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250207-009-2492415,CADASTRADO,0 days 00:17:11,0 days 00:20:00
20250320-009-2827901,CADASTRADO,0 days 00:13:11,0 days 00:20:00
20250407-009-2983741,CADASTRADO,0 days 00:18:59,0 days 00:20:00
20250625-009-3765328,CADASTRADO,0 days 00:13:12,0 days 00:20:00
20250422-009-3115761,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250213-009-2543392,CADASTRADO,0 days 00:09:26,0 days 00:20:00
20250414-009-3055191,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250328-009-2894022,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250506-009-3233360,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250411-009-3028707,CADASTRADO,0 days 00:13:17,0 days 00:20:00
20250514-009-3321773,CADASTRADO,0 days 00:10:46,0 days 00:20:00
20250602-009-3513055,CADASTRADO,0 days 00:14:37,0 days 00:20:00
20250318-009-2809115,ATUALIZADO,0 days 00:25:55,0 days 00:15:00
20250320-009-2828203,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250424-009-3138049,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250218-009-2586418,CADASTRADO,0 days 00:10:26,0 days 00:20:00
20250624-009-3751780,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250529-009-3488060,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250321-009-2846088,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250307-009-2724915,ATUALIZADO,0 days 00:01:47,0 days 00:03:00
20250506-009-3240045,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250327-009-2884353,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250331-009-2904910,ATUALIZADO,0 days 00:38:30,0 days 00:15:00
20250610-009-3608395,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250224-009-2639561,CADASTRADO,0 days 00:09:36,0 days 00:20:00
20250425-009-3155411,CADASTRADO,0 days 00:08:37,0 days 00:20:00
20250320-009-2827696,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250314-009-2781624,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250318-009-2804905,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250416-009-3076610,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250408-009-2990765,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250311-009-2742488,CADASTRADO,0 days 00:14:27,0 days 00:20:00
20250625-009-3765335,CADASTRADO,0 days 00:17:41,0 days 00:20:00
20250307-009-2718011,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250317-009-2798602,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250212-009-2529586,ATUALIZADO,0 days 00:33:12,0 days 00:15:00
20250626-009-3777566,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250408-009-2989572,ATUALIZADO,0 days 00:02:16,0 days 00:03:00
20250617-009-3684496,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250402-009-2944619,CADASTRADO,0 days 02:49:10,0 days 02:00:00
20250311-009-2742493,CADASTRADO,0 days 00:09:45,0 days 00:20:00
20250212-009-2536356,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250407-009-2978273,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250403-009-2952108,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250327-009-2886877,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250410-009-3026731,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250608-009-3588706,CADASTRADO,0 days 00:00:26,0 days 00:20:00
20250428-009-3161412,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250212-009-2532877,ATUALIZADO,0 days 00:33:49,0 days 00:15:00
20250425-009-3150031,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250428-009-3161989,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250526-009-3441595,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250428-009-3166940,CADASTRADO,0 days 00:11:04,0 days 00:20:00
20250302-009-2690517,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250214-009-2556101,ATUALIZADO,0 days 00:27:33,0 days 00:15:00
20250211-009-2518625,CADASTRADO,0 days 00:09:32,0 days 00:20:00
20250224-009-2641001,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250425-009-3155062,ATUALIZADO,0 days 00:19:06,0 days 00:15:00
20250616-009-3679723,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250610-009-3606767,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250424-009-3141847,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250416-009-3077115,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250623-009-3736660,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250328-009-2895446,ATUALIZADO,0 days 00:25:04,0 days 00:15:00
20250409-009-3008551,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250520-009-3382946,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250502-009-3200593,CADASTRADO,0 days 00:08:02,0 days 00:20:00
20250602-009-3521217,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250224-009-2639563,CADASTRADO,0 days 00:15:28,0 days 00:20:00
20250221-009-2623973,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250407-009-2983051,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250225-009-2645490,CADASTRADO,0 days 00:16:37,0 days 00:20:00
20250617-009-3688559,CADASTRADO,0 days 00:17:28,0 days 00:20:00
20250527-009-3462667,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250313-009-2769119,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250514-009-3325049,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250407-009-2978264,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250626-009-3775578,CADASTRADO,0 days 00:17:43,0 days 00:20:00
20250512-009-3299065,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250410-009-3020000,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250616-009-3671090,ATUALIZADO,0 days 00:00:14,0 days 00:03:00
20250507-009-3249951,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250430-009-3189749,ATUALIZADO,0 days 00:19:06,0 days 00:15:00
20250514-009-3321360,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250516-009-3346541,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250218-009-2586360,CADASTRADO,0 days 00:13:40,0 days 00:20:00
20250401-009-2923852,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250225-009-2644211,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250522-009-3411801,CADASTRADO,0 days 00:16:59,0 days 00:20:00
20250623-009-3741932,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250214-009-2560827,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250226-009-2666538,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250410-009-3017444,CADASTRADO,0 days 00:15:54,0 days 00:20:00
20250515-009-3330271,CADASTRADO,0 days 00:17:02,0 days 00:20:00
20250422-009-3115772,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250319-009-2818084,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250210-009-2503791,ATUALIZADO,0 days 00:23:08,0 days 00:15:00
20250226-009-2667338,CADASTRADO,0 days 00:13:50,0 days 00:20:00
20250531-009-3506805,CADASTRADO,0 days 00:01:49,0 days 00:20:00
20250508-009-3265605,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250313-009-2774445,CADASTRADO,0 days 10:11:43,0 days 02:00:00
20250211-009-2527842,CADASTRADO,0 days 00:12:33,0 days 00:20:00
20250602-009-3515011,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250317-009-2794145,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250606-009-3583506,CADASTRADO,0 days 00:16:41,0 days 00:20:00
20250322-009-2846346,CADASTRADO,0 days 00:10:09,0 days 00:20:00
20250211-009-2518636,CADASTRADO,0 days 00:10:48,0 days 00:20:00
20250306-009-2709255,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250326-009-2877557,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250324-009-2853624,ATUALIZADO,0 days 00:17:09,0 days 00:15:00
20250529-009-3484232,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250528-009-3468742,CADASTRADO,0 days 00:17:11,0 days 00:20:00
20250226-009-2659745,ATUALIZADO,0 days 00:18:49,0 days 00:15:00
20250210-009-2504351,REALIZADO,0 days 02:46:28,0 days 02:00:00
20250409-009-3004866,CADASTRADO,0 days 00:18:08,0 days 00:20:00
20250410-009-3018345,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250606-009-3577563,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250611-009-3634481,CADASTRADO,0 days 00:03:12,0 days 00:20:00
20250331-009-2904930,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250620-009-3725771,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250306-009-2707638,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250328-009-2892859,CADASTRADO,0 days 00:13:22,0 days 00:20:00
20250606-009-3578738,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250406-009-2976111,CADASTRADO,0 days 00:15:21,0 days 00:20:00
20250310-009-2734497,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250324-009-2859205,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250529-009-3482780,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250617-009-3682695,CADASTRADO,0 days 00:18:56,0 days 00:20:00
20250408-009-2989609,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250325-009-2861972,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250322-009-2846294,CADASTRADO,0 days 00:10:51,0 days 00:20:00
20250618-009-3697785,CADASTRADO,0 days 00:13:19,0 days 00:20:00
20250207-009-2495091,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250513-009-3313874,ATUALIZADO,0 days 00:23:33,0 days 00:15:00
20250529-009-3483977,CADASTRADO,0 days 00:17:54,0 days 00:20:00
20250207-009-2497042,CADASTRADO,0 days 00:17:42,0 days 00:20:00
20250606-009-3581577,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250602-009-3513645,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250617-009-3686137,ATUALIZADO,0 days 00:01:40,0 days 00:03:00
20250219-009-2599994,CADASTRADO,0 days 00:14:11,0 days 00:20:00
20250416-009-3079567,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250614-009-3664143,CADASTRADO,0 days 00:00:36,0 days 00:20:00
20250403-009-2951466,ATUALIZADO,0 days 00:39:44,0 days 00:15:00
20250210-009-2510326,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250410-009-3018379,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250320-009-2831043,CADASTRADO,0 days 00:10:06,0 days 00:20:00
20250627-009-3791958,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250305-009-2702929,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250409-009-3014335,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250609-009-3592693,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250325-009-2865733,ATUALIZADO,0 days 00:37:25,0 days 00:15:00
20250325-009-2865475,CADASTRADO,0 days 00:14:06,0 days 00:20:00
20250527-009-3463991,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250226-009-2667334,CADASTRADO,0 days 00:12:17,0 days 00:20:00
20250529-009-3482782,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250625-009-3765318,CADASTRADO,0 days 00:10:04,0 days 00:20:00
20250218-009-2586370,CADASTRADO,0 days 00:09:24,0 days 00:20:00
20250506-009-3233070,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250528-009-3471750,CADASTRADO,0 days 00:18:13,0 days 00:20:00
20250327-009-2884342,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250520-009-3376872,CADASTRADO,0 days 00:09:41,0 days 00:20:00
20250405-009-2973916,CADASTRADO,0 days 00:18:55,0 days 00:20:00
20250408-009-2989606,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250322-009-2846299,CADASTRADO,0 days 00:08:00,0 days 00:20:00
20250227-009-2676498,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250220-009-2617017,CADASTRADO,0 days 00:15:54,0 days 00:20:00
20250310-009-2733066,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250411-009-3030885,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250428-009-3161914,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250519-009-3363311,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250424-009-3141848,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250411-009-3030898,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250328-009-2894074,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250327-009-2885938,CADASTRADO,0 days 00:16:36,0 days 00:20:00
20250318-009-2807501,ATUALIZADO,0 days 00:02:03,0 days 00:03:00
20250626-009-3776009,CADASTRADO,0 days 00:12:22,0 days 00:20:00
20250208-009-2498565,ATUALIZADO,0 days 00:17:01,0 days 00:15:00
20250228-009-2688332,ATUALIZADO,0 days 00:02:54,0 days 00:03:00
20250318-009-2809175,CADASTRADO,0 days 00:15:12,0 days 00:20:00
20250326-009-2879059,ATUALIZADO,0 days 00:20:51,0 days 00:15:00
20250324-009-2853579,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250415-009-3061854,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250507-009-3247468,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250516-009-3355117,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250327-009-2884372,ATUALIZADO,0 days 00:02:56,0 days 00:03:00
20250530-009-3501395,CADASTRADO,0 days 00:17:26,0 days 00:20:00
20250623-009-3734290,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250211-009-2514801,ATUALIZADO,0 days 00:50:11,0 days 00:15:00
20250623-009-3741920,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250213-009-2549454,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250326-009-2882496,CADASTRADO,0 days 04:37:10,0 days 02:00:00
20250324-009-2853600,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250610-009-3606703,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250331-009-2909461,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250325-009-2863726,ATUALIZADO,0 days 00:01:42,0 days 00:03:00
20250529-009-3482866,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250322-009-2846338,CADASTRADO,0 days 00:08:51,0 days 00:20:00
20250425-009-3148106,ATUALIZADO,0 days 00:38:37,0 days 00:15:00
20250424-009-3141061,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250627-009-3791772,CADASTRADO,0 days 00:11:56,0 days 00:20:00
20250412-009-3042955,CADASTRADO,0 days 00:08:59,0 days 00:20:00
20250428-009-3168205,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250207-009-2493898,CADASTRADO,0 days 00:17:40,0 days 00:20:00
20250529-009-3491726,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250519-009-3361153,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250328-009-2897888,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250311-009-2750791,ATUALIZADO,0 days 00:01:56,0 days 00:03:00
20250618-009-3697781,CADASTRADO,0 days 00:13:40,0 days 00:20:00
20250409-009-3004900,CADASTRADO,0 days 00:13:01,0 days 00:20:00
20250617-009-3691892,CADASTRADO,0 days 00:13:20,0 days 00:20:00
20250417-009-3090968,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250411-009-3039141,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250314-009-2781659,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250523-009-3420680,ATUALIZADO,0 days 00:32:33,0 days 00:15:00
20250512-009-3298576,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250319-009-2823851,CADASTRADO,0 days 00:16:08,0 days 00:20:00
20250327-009-2885107,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250520-009-3384756,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250310-009-2740588,CADASTRADO,0 days 00:10:12,0 days 00:20:00
20250607-009-3586613,CADASTRO AMIL - CÍVEL,0 days 02:00:37,0 days 02:00:00
20250205-009-2465558,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250602-009-3515003,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250228-009-2683656,CADASTRADO,0 days 00:00:46,0 days 00:20:00
20250604-009-3548967,CADASTRADO,0 days 00:16:29,0 days 00:20:00
20250523-009-3420760,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250324-009-2852712,ATUALIZADO,0 days 00:02:04,0 days 00:03:00
20250528-009-3471565,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250610-009-3611743,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250226-009-2655913,CADASTRADO,0 days 00:08:13,0 days 00:20:00
20250321-009-2846196,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250616-009-3679449,CADASTRADO,0 days 09:20:15,0 days 02:00:00
20250602-009-3513661,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250214-009-2561448,ATUALIZADO,0 days 00:24:17,0 days 00:15:00
20250516-009-3346542,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250526-009-3452035,CADASTRADO,0 days 00:18:25,0 days 00:20:00
20250513-009-3306157,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250626-009-3775564,CADASTRADO,0 days 00:12:51,0 days 00:20:00
20250602-009-3526074,CADASTRADO,0 days 00:13:54,0 days 00:20:00
20250314-009-2781913,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250507-009-3247459,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250224-009-2634823,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250402-009-2942336,ATUALIZADO,0 days 00:24:05,0 days 00:15:00
20250425-009-3150900,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250409-009-3004895,CADASTRADO,0 days 00:10:18,0 days 00:20:00
20250217-009-2573846,ATUALIZADO,0 days 01:13:21,0 days 00:15:00
20250318-009-2814091,CADASTRADO,0 days 00:18:27,0 days 00:20:00
20250214-009-2561873,CADASTRADO,0 days 00:00:01,0 days 00:20:00
